selector,file,action,reason,original_declarations,new_declarations
.summary-detail span,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-weight: var(--font-weight-bold),
.text-warning,pages/year_summary/confirmation-modal.css,dropped (covered by higher priority),.text-warning in pages/year_summary/confirmation-modal.css fully subset of accumulated higher-priority declarations,color: var(--color-warning),
.text-info,pages/year_summary/confirmation-modal.css,dropped (covered by higher priority),.text-info in pages/year_summary/confirmation-modal.css fully subset of accumulated higher-priority declarations,color: var(--color-info),
"/* ========================================
   WARNING BOX
======================================== */

.warning-box",pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'background-color', 'border', 'border-radius', 'display', 'gap', 'margin-top', 'padding'] from lower-priority definition",align-items: flex-start; background-color: var(--color-warning-light); border: 1px solid var(--color-warning-border); border-radius: var(--border-radius-md); display: flex; gap: var(--spacing-3); margin-top: var(--spacing-4); padding: var(--spacing-4),
.warning-box svg,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.warning-box svg in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,color: var(--color-warning); flex-shrink: 0; margin-top: 2px,
.warning-box svg,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),Removed overlapping properties ['margin-top'] from lower-priority definition,align-self: flex-start; margin-top: 0,align-self: flex-start
.warning-box strong,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'display', 'margin-bottom'] from lower-priority definition",color: var(--color-warning); display: block; margin-bottom: var(--spacing-2),
.warning-box strong,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-sm),
.warning-box strong,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-weight: var(--font-weight-bold),
.warning-box li,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.modal-actions,pages/schools_students/schools/schools.css,dropped (same-priority subset),.modal-actions in pages/schools_students/schools/schools.css is strict subset of same-priority pages/year_summary/confirmation-modal.css,flex-direction: column-reverse,
.modal-actions,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column-reverse; gap: var(--spacing-3),flex-direction: column-reverse
.modal-actions .btn,pages/schools_students/schools/schools.css,dropped (same-priority subset),.modal-actions .btn in pages/schools_students/schools/schools.css is strict subset of same-priority pages/year_summary/confirmation-modal.css,width: 100%,
.filter-group svg,pages/schools_students/schools/schools.css,dropped (same-priority subset),.filter-group svg in pages/schools_students/schools/schools.css is strict subset of same-priority pages/year_summary/year_controls.css,color: var(--color-text-muted),
.filter-group .form-input,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.filter-group .form-input,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: 200px,
.filter-group .form-input,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.summary-stats,pages/year_summary/year_controls.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'gap'] from lower-priority definition","display: grid; gap: var(--spacing-3); grid-template-columns: repeat(3, 1fr)","grid-template-columns: repeat(3, 1fr)"
.summary-stats,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,"grid-template-columns: repeat(2, 1fr)",
.summary-stat,pages/year_summary/year_controls.css,trimmed (overlap removed),"Removed overlapping properties ['min-width', 'padding'] from lower-priority definition",min-width: auto; padding: var(--spacing-2) var(--spacing-3),
.summary-stat__value,pages/year_summary/year_controls.css,dropped (same-priority subset),.summary-stat__value in pages/year_summary/year_controls.css is strict subset of same-priority pages/year_summary/year_controls.css,font-weight: var(--font-weight-bold),
.summary-stat__value,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
.summary-stat__value,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-base),
.summary-stat__label,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: 10px,
.summary-stat__label,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-weight: var(--font-weight-bold),
.filter-error,pages/integration/filters.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: 10px,
.filter-group--highlighted,pages/integration/filters.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-2),
.instruction-card,pages/ai_analysis/indicator.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border', 'border-radius', 'box-shadow', 'transition'] from lower-priority definition",background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-md); overflow: hidden; transition: all var(--transition-fast),overflow: hidden
.instruction-card:hover,pages/ai_analysis/indicator.css,trimmed (overlap removed),"Removed overlapping properties ['box-shadow', 'transform'] from lower-priority definition",box-shadow: var(--shadow-lg); transform: translateY(-2px),
.instruction-card:hover,pages/integration/instructions.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.instruction-card:hover,pages/ai_analysis/indicator.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.instruction-card__title,pages/integration/instructions.css,dropped (same-priority subset),.instruction-card__title in pages/integration/instructions.css is strict subset of same-priority pages/integration/instructions.css,font-weight: var(--font-weight-bold),
.instruction-card__title,pages/integration/instructions.css,dropped (same-priority subset),.instruction-card__title in pages/integration/instructions.css is strict subset of same-priority pages/ai_analysis/indicator.css,font-size: var(--font-size-xl),
.instruction-card__title,pages/ai_analysis/indicator.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'font-weight', 'margin-bottom'] from lower-priority definition",color: var(--color-text-primary); font-size: var(--font-size-xl); font-weight: var(--font-weight-semibold); margin-bottom: var(--spacing-6); text-align: center,text-align: center
.instruction-card__title,pages/integration/instructions.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
.instruction-card__title,pages/ai_analysis/indicator.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
.instruction-step,pages/integration/instructions.css,dropped (same-priority subset),.instruction-step in pages/integration/instructions.css is strict subset of same-priority pages/ai_analysis/indicator.css,padding: var(--spacing-3),
